Local time,Open,High,Low,Close,Volume
08.01.2020 03:00:00.000 GMT+0300,1595.315,1611.732,1592.875,1599.215,5910170.0783
08.01.2020 04:00:00.000 GMT+0300,1599.232,1605.065,1590.832,1593.735,5304609.7755
08.01.2020 05:00:00.000 GMT+0300,1593.645,1594.795,1583.922,1585.735,5779069.9005
08.01.2020 06:00:00.000 GMT+0300,1585.735,1594.125,1585.255,1591.012,5113039.9704
08.01.2020 07:00:00.000 GMT+0300,1591.015,1593.955,1589.442,1593.385,3362410.0685
08.01.2020 08:00:00.000 GMT+0300,1593.355,1595.575,1591.522,1594.692,3535259.9621
08.01.2020 09:00:00.000 GMT+0300,1594.622,1595.372,1592.302,1593.342,3078690.052
08.01.2020 10:00:00.000 GMT+0300,1593.352,1593.585,1586.095,1588.822,4918270.1111
08.01.2020 11:00:00.000 GMT+0300,1588.812,1589.205,1580.202,1581.225,5296490.1924
08.01.2020 12:00:00.000 GMT+0300,1581.222,1585.932,1579.472,1583.935,3913130.0449
08.01.2020 13:00:00.000 GMT+0300,1583.935,1585.035,1579.205,1580.945,2737770.0806
08.01.2020 14:00:00.000 GMT+0300,1580.962,1582.835,1575.635,1577.462,3736949.9207
08.01.2020 15:00:00.000 GMT+0300,1577.462,1580.262,1573.772,1575.582,3925719.9764
08.01.2020 16:00:00.000 GMT+0300,1575.672,1577.745,1568.322,1576.955,6407939.9109
08.01.2020 17:00:00.000 GMT+0300,1576.915,1578.535,1571.232,1573.732,6639649.868
08.01.2020 18:00:00.000 GMT+0300,1573.712,1574.922,1570.252,1573.752,7558780.1933
08.01.2020 19:00:00.000 GMT+0300,1573.745,1573.745,1552.912,1559.170,11456139.5645
08.01.2020 20:00:00.000 GMT+0300,1559.120,1562.175,1557.235,1562.125,6943160.0571
08.01.2020 21:00:00.000 GMT+0300,1562.125,1562.505,1556.225,1556.235,4967720.0317
08.01.2020 22:00:00.000 GMT+0300,1556.235,1556.372,1552.485,1554.302,4126589.7751
08.01.2020 23:00:00.000 GMT+0300,1554.365,1562.345,1553.402,1560.152,3594909.9064
09.01.2020 00:00:00.000 GMT+0300,1560.112,1561.015,1555.452,1557.365,1198559.9995
09.01.2020 01:00:00.000 GMT+0300,1557.365,1557.365,1557.365,1557.365,0
09.01.2020 02:00:00.000 GMT+0300,1557.152,1560.552,1555.102,1558.332,1034759.9983
09.01.2020 03:00:00.000 GMT+0300,1558.285,1558.805,1554.052,1556.895,1308760.047
09.01.2020 04:00:00.000 GMT+0300,1556.935,1561.545,1556.202,1559.885,1794679.9994
09.01.2020 05:00:00.000 GMT+0300,1559.885,1561.032,1559.205,1560.772,951629.9963
09.01.2020 06:00:00.000 GMT+0300,1560.782,1560.805,1556.682,1559.005,1285040.0209
09.01.2020 07:00:00.000 GMT+0300,1559.005,1559.682,1558.222,1558.615,501529.9916
09.01.2020 08:00:00.000 GMT+0300,1558.612,1559.222,1555.295,1555.545,1699280.0236
09.01.2020 09:00:00.000 GMT+0300,1555.515,1556.145,1540.422,1544.345,2976619.9589
09.01.2020 10:00:00.000 GMT+0300,1544.345,1547.595,1544.225,1545.755,4345590.1146
09.01.2020 11:00:00.000 GMT+0300,1545.735,1548.915,1544.765,1547.585,5442279.8157
09.01.2020 12:00:00.000 GMT+0300,1547.585,1548.015,1545.102,1546.565,4045509.8152
09.01.2020 13:00:00.000 GMT+0300,1546.575,1548.455,1545.805,1547.655,2412139.8926
09.01.2020 14:00:00.000 GMT+0300,1547.645,1549.565,1547.405,1548.625,1369420.0516
09.01.2020 15:00:00.000 GMT+0300,1548.582,1556.600,1546.635,1554.942,3619659.9007
09.01.2020 16:00:00.000 GMT+0300,1554.952,1555.032,1548.965,1550.045,3812030.077
09.01.2020 17:00:00.000 GMT+0300,1549.992,1552.855,1547.952,1551.935,3104500.0553
09.01.2020 18:00:00.000 GMT+0300,1551.935,1552.755,1544.982,1546.955,4153639.7934
09.01.2020 19:00:00.000 GMT+0300,1546.915,1550.385,1546.875,1549.705,2290189.9815
09.01.2020 20:00:00.000 GMT+0300,1549.625,1552.425,1549.355,1549.445,1816419.9591
09.01.2020 21:00:00.000 GMT+0300,1549.435,1555.285,1549.435,1553.052,2994100.0938
